,date,source,title,author,url
0,2023-01-17T20:05:00Z,"{'id': 'fox-news', 'name': 'Fox News'}",White House press secretary grilled on past claim that classified document search was complete - Fox News,Anders Hagstrom,https://www.foxnews.com/politics/white-house-press-secretary-grilled-past-claim-classified-document-search-complete
1,2023-01-21T15:11:00Z,"{'id': 'fox-news', 'name': 'Fox News'}","Judge orders Trump to pay $1M for 'frivolous' lawsuit against Clinton, Comey, Schiff - Fox News",Timothy Nerozzi,https://www.foxnews.com/politics/judge-orders-trump-pay-1m-frivolous-lawsuit-clinton-comey-schiff
2,2023-01-30T20:17:00Z,"{'id': 'fox-news', 'name': 'Fox News'}",Manhattan DA begins presenting evidence in Trump-Stormy Daniels case before grand jury - Fox News,"Marta Dhanis, Anders Hagstrom",https://www.foxnews.com/politics/manhattan-da-begins-presenting-evidence-trump-stormy-daniels-case-grand-jury
3,2023-01-27T21:13:37Z,"{'id': 'fox-news', 'name': 'Fox News'}","Condemns Kanye, Fuentes, antisemitism...",Paul Steinhauser,https://www.foxnews.com/politics/republican-national-committee-condemns-kanye-west-nick-fuentes-resolution-against-antisemitism
4,2023-01-17T14:19:00Z,"{'id': 'fox-news', 'name': 'Fox News'}",National Archives dismissed claims of mishandled Obama-Biden documents weeks before first batch was found - Fox News,Anders Hagstrom,https://www.foxnews.com/politics/national-archives-dismissed-claims-mishandled-obama-biden-documents-weeks-first-batch-found
5,2023-01-24T15:56:00Z,"{'id': 'fox-news', 'name': 'Fox News'}",Retired FBI counterintel agent reportedly involved in Trump-Russia probe arrested for ties to Russian oligarch - Fox News,Danielle Wallace,https://www.foxnews.com/politics/retired-fbi-counterintel-agent-reportedly-involved-trump-russia-probe-arrested-ties-russian-oligarch
6,2023-01-06T20:29:26Z,"{'id': 'fox-news', 'name': 'Fox News'}",Biden spokeswoman blames Trump ahead of border visit: 'The president inherited a mess' - Fox News,Chris Pandolfo,https://www.foxnews.com/politics/biden-spokeswoman-blames-trump-ahead-border-visit-president-inherited-mess
7,2023-01-25T17:11:00Z,"{'id': 'fox-news', 'name': 'Fox News'}",GOP senators caution against Biden impeachment for classified docs: 'I think the country will fatigue of that' - Fox News,Ronn Blitzer,https://www.foxnews.com/politics/gop-senators-caution-biden-impeachment-classified-docs-think-country-fatigue
8,2023-01-16T18:47:00Z,"{'id': 'fox-news', 'name': 'Fox News'}",White House slams House GOP's 'hypocritical' investigations into Biden's retention of classified records - Fox News,Brooke Singman,https://www.foxnews.com/politics/white-house-slams-house-gops-hypocritical-investigations-into-bidens-retention-classified-records
9,2023-01-27T01:31:00Z,"{'id': 'fox-news', 'name': 'Fox News'}",Gov. Greg Abbott: Biden administration will 'spur' more border crossings - Fox News,Fox News Staff,https://www.foxnews.com/media/gov-greg-abbott-biden-administration-spur-more-border-crossings
10,2023-01-25T18:06:00Z,"{'id': 'fox-news', 'name': 'Fox News'}",Biden ignores shouted questions on Pence document disclosures - Fox News,Chris Pandolfo,https://www.foxnews.com/politics/biden-ignores-shouted-questions-pence-document-disclosures
11,2023-01-24T15:53:00Z,"{'id': 'fox-news', 'name': 'Fox News'}",Sarah Huckabee Sanders calls out Biden White House: Karine Jean-Pierre has a 'terrible story to tell' - Fox News,Fox News Staff,https://www.foxnews.com/media/sarah-huckabee-sanders-calls-biden-white-house-karine-jean-pierre-terrible-story-tell
12,2023-01-25T16:19:00Z,"{'id': 'fox-news', 'name': 'Fox News'}",Rep. Comer reacts to National Archives blowing off Biden documents request: 'Very disappointing' - Fox News,Anders Hagstrom,https://www.foxnews.com/politics/rep-comer-reacts-national-archives-blowing-biden-documents-request-very-disappointing
13,2023-01-16T18:45:00Z,"{'id': 'fox-news', 'name': 'Fox News'}","SEE IT: Biden continues building taxpayer-funded wall around beach house amid border crisis, docs scandal - Fox News",Aubrie Spady,https://www.foxnews.com/politics/see-it-biden-continues-building-taxpayer-funded-wall-around-beach-house-amid-border-crisis-docs-scandal
14,2023-01-12T15:59:00Z,"{'id': 'fox-news', 'name': 'Fox News'}",Nebraska Gov. Pillen appoints former Gov. Pete Ricketts to Senate seat vacated by Republican Ben Sasse - Fox News,Stephen Sorace,https://www.foxnews.com/politics/nebraska-gov-pillen-appoints-former-gov-pete-ricketts-seat-vacated-republican-ben-sasse
15,2023-01-04T01:29:34Z,"{'id': 'fox-news', 'name': 'Fox News'}",Farmers slam Biden over latest eco regulation targeting businesses: 'Federal overreach' - Fox News,Thomas Catenacci,https://www.foxnews.com/politics/farmers-slam-biden-latest-eco-regulation-targeting-businesses-federal-overreach
16,2023-01-17T15:06:00Z,"{'id': 'fox-news', 'name': 'Fox News'}","George Santos has business ties with Russian oligarch's cousin, Stormy Daniels hush-money deal fixer: report - Fox News",Danielle Wallace,https://www.foxnews.com/politics/george-santos-business-ties-russian-oligarchs-cousin-stormy-daniels-hush-money-deal-fixer-report
17,2023-01-10T17:00:00Z,"{'id': 'fox-news', 'name': 'Fox News'}","Pete Buttigieg took government jet to NYC for radio interview, ACLU meeting before flying back hours later - Fox News",Thomas Catenacci,https://www.foxnews.com/politics/pete-buttigieg-took-government-jet-nyc-radio-interview-aclu-meeting-flying-back-hours-later
18,2023-01-10T19:02:00Z,"{'id': 'fox-news', 'name': 'Fox News'}",White House threatens to veto GOP bill that cuts $72B from IRS - Fox News,Patrick Hauf,https://www.foxnews.com/politics/white-house-threatens-veto-gop-bill-cuts-72b-irs
19,2023-01-27T23:39:00Z,"{'id': 'fox-news', 'name': 'Fox News'}",RNC's Ronna McDaniel declares 'this is my last term as chair' - Fox News,"Paul Steinhauser, Lee Ross",https://www.foxnews.com/politics/rncs-ronna-mcdaniel-declares-last-term-chair
20,2023-01-11T13:08:00Z,"{'id': 'fox-news', 'name': 'Fox News'}",Pence slams 'double standards' in handling of Biden documents by DOJ and media - Fox News,Chris Pandolfo,https://www.foxnews.com/politics/pence-slams-double-standards-handling-biden-documents-doj-media
21,2023-01-26T21:50:00Z,"{'id': 'fox-news', 'name': 'Fox News'}",GOP leaders slam Biden Treasury for ‘stonewalling’ oversight probe into Hunter Biden’s business dealings - Fox News,Houston Keene,https://www.foxnews.com/politics/gop-leaders-slam-biden-treasury-stonewalling-oversight-probe-hunter-bidens-business-dealings
22,2023-01-22T10:00:00Z,"{'id': 'fox-news', 'name': 'Fox News'}",What Elon Musk's Twitter Files have uncovered about the tech giant so far - Fox News,Joseph Wulfsohn,https://www.foxnews.com/media/what-elon-musks-twitter-files-uncovered-about-tech-giant
23,2023-01-17T23:57:00Z,"{'id': 'fox-news', 'name': 'Fox News'}","Biden, Harris photo-op with Warriors team takes awkward turn: 'I'm not doing that' - Fox News",Ryan Gaydos,https://www.foxnews.com/sports/biden-harris-photo-op-warriors-team-takes-awkward-turn
24,2023-01-18T20:24:00Z,"{'id': 'fox-news', 'name': 'Fox News'}","NC Democrat AG Stein announces run for governor, immediately slams Lt Gov Robinson - Fox News",Haley Chi-Sing,https://www.foxnews.com/politics/nc-democratic-ag-stein-announces-run-governor-immediately-slams-lt-gov-robinson
25,2023-01-21T16:25:00Z,"{'id': 'fox-news', 'name': 'Fox News'}","Biden blames GOP for scoring 'political points' on immigration, as border numbers hit new high - Fox News",Adam Shaw,https://www.foxnews.com/politics/biden-blames-gop-scoring-political-points-immigration-border-numbers-hit-new-high
26,2023-01-24T18:42:00Z,"{'id': 'fox-news', 'name': 'Fox News'}",'Retire now or get fired': Senate predictions spell trouble for Democrats in 2024 - Fox News,Aubrie Spady,https://www.foxnews.com/politics/retire-now-get-fired-senate-predictions-spell-trouble-democrats-2024
27,2023-01-25T16:09:00Z,"{'id': 'fox-news', 'name': 'Fox News'}",Supreme Court sees uptick in approval rating since overturning Roe v. Wade tanked national support: poll - Fox News,Aubrie Spady,https://www.foxnews.com/politics/supreme-court-sees-uptick-approval-rating-overturning-roe-v-wadetanked-national-support
28,2023-01-10T23:26:00Z,"{'id': 'fox-news', 'name': 'Fox News'}",Gov. Sarah Huckabee Sanders bans 'Latinx' from Arkansas government documents - Fox News,Patrick Hauf,https://www.foxnews.com/politics/gov-sarah-huckabee-sanders-bans-latinx-arkansas-government-documents
29,2023-01-06T22:21:00Z,"{'id': 'fox-news', 'name': 'Fox News'}","Biden says wrong day at January 6 ceremony honoring officers, remembers 'what happened on July 6' - Fox News",Adam Sabes,https://www.foxnews.com/politics/biden-says-wrong-day-january-6-ceremony-honoring-officers-remembers-what-happened-july-6
30,2023-01-06T22:31:00Z,"{'id': 'fox-news', 'name': 'Fox News'}",Joe Biden accidentally says 'what happened on July the 6th' while discussing Capitol riot - Fox News,Gabriel Hays,https://www.foxnews.com/media/biden-accidentally-says-what-happened-july-6th-while-discussing-capitol-riot
31,2023-01-23T23:30:00Z,"{'id': 'fox-news', 'name': 'Fox News'}","Artificial intelligence chatbot passes elite business school exam, outperforms some Ivy League students - Fox News",Joe Silverstein,https://www.foxnews.com/media/artificial-intelligence-chatbot-passes-elite-business-school-exam-outperforms-some-ivy-league-students
32,2023-01-30T19:56:00Z,"{'id': 'fox-news', 'name': 'Fox News'}",A handful of Republicans may save Ilhan Omar's committee seat - Fox News,Jessica Chasmar,https://www.foxnews.com/politics/handful-republicans-save-ilhan-omars-committee-seat
33,2023-01-06T22:44:00Z,"{'id': 'fox-news', 'name': 'Fox News'}","GOP 'dysfunction' around McCarthy's speaker bid could boost DeSantis' appeal to voters, insiders suggest - Fox News","Kyle Morris, Andrew Murray",https://www.foxnews.com/politics/gop-dysfunction-around-mccarthys-speaker-bid-boost-desantis-appeal-voters-insiders-suggest
34,2023-02-01T11:00:00Z,"{'id': 'fox-news', 'name': 'Fox News'}",Biden's big union policies are a double-whammy to my small business - Fox News,Mario Burgos,https://www.foxnews.com/opinion/biden-big-union-policies-double-whammy-small-business
35,2023-01-11T16:17:00Z,"{'id': 'fox-news', 'name': 'Fox News'}","Mexican president thanks Biden for not building any more border wall, pushes for amnesty - Fox News",Adam Shaw,https://www.foxnews.com/politics/mexican-president-thanks-biden-not-building-any-more-border-wall-pushes-amnesty
36,2023-01-30T15:00:00Z,"{'id': 'fox-news', 'name': 'Fox News'}",Calls for transparency from NBC News grow louder in wake of Paul Pelosi attack bodycam video - Fox News,"Brian Flood, David Rutz",https://www.foxnews.com/media/calls-for-transparency-nbc-news-grow-louder-wake-paul-pelosi-attack-bodycam-video
37,2023-01-18T18:39:00Z,"{'id': 'fox-news', 'name': 'Fox News'}",Chinese donors funneled millions into university running Penn Biden Center during Biden presidency: report - Fox News,Patrick Hauf,https://www.foxnews.com/politics/chinese-donors-funneled-millions-into-university-running-penn-biden-center-during-biden-presidency-report
38,2023-01-03T17:56:31Z,"{'id': 'fox-news', 'name': 'Fox News'}","DeSantis calls Florida 'land of sanity,' slams Biden policies in his inaugural address - Fox News",Brooke Singman,https://www.foxnews.com/politics/desantis-praises-florida-as-land-of-liberty-and-land-of-sanity-slams-biden-policies-in-inaugural-address
39,2023-01-16T16:50:00Z,"{'id': 'fox-news', 'name': 'Fox News'}",House Republicans keeping promise to lead extensive investigations into Biden admin - Fox News,Brooke Singman,https://www.foxnews.com/politics/house-republicans-keeping-promise-lead-extensive-investigations-biden-admin
40,2023-01-24T20:21:00Z,"{'id': 'fox-news', 'name': 'Fox News'}",Texas leads 20 Republican states in suing Biden admin over migrant parole program - Fox News,Adam Shaw,https://www.foxnews.com/politics/texas-leads-20-republican-states-suing-biden-admin-migrant-parole-program
41,2023-01-13T05:12:23Z,"{'id': 'fox-news', 'name': 'Fox News'}",Stephen Miller on Dems' Russia hoax narrative: 'These Twitter files are positively explosive',,https://www.foxnews.com/video/6318589959112
42,2023-01-12T03:31:55Z,"{'id': 'fox-news', 'name': 'Fox News'}","If there's a special prosecutor for Trump, there should be one for Biden: Josh Hawley",,https://www.foxnews.com/video/6318533795112
43,2023-01-17T03:39:47Z,"{'id': 'fox-news', 'name': 'Fox News'}",Alan Dershowitz on Biden and Trump: 'Do not think we'll see criminal prosecution against either',,https://www.foxnews.com/video/6318781881112
44,2023-01-31T10:00:16Z,"{'id': 'fox-news', 'name': 'Fox News'}",Will A Trump-DeSantis Showdown Split The GOP?,Jonah Blocker,https://radio.foxnews.com/2023/01/31/will-a-trump-desantis-showdown-split-the-gop/
45,2023-01-22T02:02:13Z,"{'id': 'fox-news', 'name': 'Fox News'}","'Bi-polar' Biden DOJ has 'very different treatment' of Biden, Trump docs cases: Trump attorney",Fox News Staff,https://www.foxnews.com/media/bi-polar-biden-doj-has-very-different-treatment-biden-trump-docs-cases-trump-attorney
46,2023-01-19T11:00:06Z,"{'id': 'fox-news', 'name': 'Fox News'}",Team investigating Trump classified docs includes seasoned DOJ officials who prosecuted his top allies,Brooke Singman,https://www.foxnews.com/politics/team-investigating-trump-classified-docs-includes-seasoned-doj-officials-who-prosecuted-his-top-allies
47,2023-01-17T15:24:02Z,"{'id': 'fox-news', 'name': 'Fox News'}","Democratic Rep. Dan Goldman says Trump, Biden classified document scandals are 'apples and oranges'",Chris Pandolfo,https://www.foxnews.com/politics/democratic-rep-dan-goldman-says-trump-biden-classified-document-scandals-apples-oranges
48,2023-01-24T02:00:52Z,"{'id': 'fox-news', 'name': 'Fox News'}",Mike Pompeo & Righting America’s Place In The World,James Laverty,https://radio.foxnews.com/2023/01/23/mike-pompeo-righting-americas-place-in-the-world/
49,2023-01-14T02:36:44Z,"{'id': 'fox-news', 'name': 'Fox News'}",Multiple separate special counsels investigating Trump and Biden,,https://www.foxnews.com/video/6318647425112
50,2023-01-10T03:24:04Z,"{'id': 'fox-news', 'name': 'Fox News'}",Sean Hannity: Will Dems and media apply same rhetoric of Trump Mar-a-Lago to Penn Biden Center documents?,,https://www.foxnews.com/video/6318432863112
51,2023-01-02T17:10:40Z,"{'id': 'fox-news', 'name': 'Fox News'}",What Barbara Walters Taught Us About High and Low Journalism,James Laverty,https://radio.foxnews.com/2023/01/02/what-barbara-walters-taught-us-about-high-and-low-journalism/
52,2023-01-07T10:26:09Z,"{'id': 'fox-news', 'name': 'Fox News'}","Trump, McConnell, Schumer respond after Kevin McCarthy wins historic, dayslong House Speaker bout",Lawrence Richard,https://www.foxnews.com/politics/trump-mcconnell-schumer-respond-after-kevin-mccarthy-wins-historic-dayslong-house-speaker-bout
53,2023-01-20T16:26:50Z,"{'id': 'fox-news', 'name': 'Fox News'}",Trump voluntarily dismisses lawsuit against New York Attorney General Letitia James,Brooke Singman,https://www.foxnews.com/politics/trump-voluntarily-dismisses-lawsuit-against-new-york-attorney-general-letitia-james
54,2023-01-21T22:42:39Z,"{'id': 'fox-news', 'name': 'Fox News'}",AOC says Biden border policies 'replications' of Trump-era rules,Emma Colton,https://www.foxnews.com/politics/aoc-says-biden-border-policies-replications-trump-era-rules
55,2023-01-10T22:54:55Z,"{'id': 'fox-news', 'name': 'Fox News'}",Biden's stashed classified documents could end case against Trump,Gregg Jarrett,https://www.foxnews.com/opinion/bidens-stashed-classified-documents-could-end-case-against-trump
56,2023-01-07T13:02:04Z,"{'id': 'fox-news', 'name': 'Fox News'}",Federal court strikes down Trump-era bump stock ban,Chris Pandolfo,https://www.foxnews.com/politics/federal-court-strikes-down-trump-era-bump-stock-ban
57,2023-01-25T02:32:54Z,"{'id': 'fox-news', 'name': 'Fox News'}",Trump leads Biden in hypothetical rematch in 2024: Poll,Adam Sabes,https://www.foxnews.com/politics/trump-leads-biden-hypothetical-rematch-2024-poll
58,2023-01-25T08:00:48Z,"{'id': 'fox-news', 'name': 'Fox News'}","Biden, Trump, classified documents: Could this all be partisan hype?",Howard Kurtz,https://www.foxnews.com/shows/media-buzz/biden-trump-classified-documents-could-this-all-be-partisan-hype
59,2023-01-02T15:34:32Z,"{'id': 'fox-news', 'name': 'Fox News'}",Trump blames pro-life Republicans for midterm loss,Anders Hagstrom,https://www.foxnews.com/politics/trump-blames-pro-life-republicans-midterm-loss
60,2023-01-05T02:00:06Z,"{'id': 'fox-news', 'name': 'Fox News'}",Twitter erupts after Lauren Boebert calls out Trump during House Speaker vote,Hanna Panreck,https://www.foxnews.com/media/twitter-erupts-after-lauren-boebert-calls-out-trump-house-speaker-vote
61,2023-01-10T19:46:04Z,"{'id': 'fox-news', 'name': 'Fox News'}",Former Trump Organization CFO Allen Weisselberg sentenced to 5 months after pleading guilty to tax crimes,"Marta Dhanis, Greg Norman",https://www.foxnews.com/politics/former-trump-organization-cfo-allen-weisselberg-sentenced-5-months-pleading-guilty-tax-crimes
62,2023-01-08T07:00:33Z,"{'id': 'fox-news', 'name': 'Fox News'}",Biden's FCC nominee Gigi Sohn shared tweet calling Trump a 'raggedy white supremacist president',Thomas Catenacci,https://www.foxnews.com/politics/bidens-fcc-nominee-gigi-sohn-shared-tweet-calling-trump-raggedy-white-supremacist-president
63,2023-01-06T04:00:14Z,"{'id': 'fox-news', 'name': 'Fox News'}",Trump supporters celebrate after Gaetz nominates former president for House speaker: 'Fantastic',Joe Silverstein,https://www.foxnews.com/media/trump-supporters-celebrate-gaetz-nominates-former-president-house-speaker-fantastic
64,2023-01-06T02:29:56Z,"{'id': 'fox-news', 'name': 'Fox News'}",Donald Trump sued by girlfriend of fallen Capitol Police officer Brian Sicknick,Adam Sabes,https://www.foxnews.com/politics/donald-trump-sued-girlfriend-fallen-capitol-police-officer-brian-sicknick
65,2023-01-04T11:00:43Z,"{'id': 'fox-news', 'name': 'Fox News'}",Donald Trump's first abortion mistake,Kristan Hawkins,https://www.foxnews.com/opinion/donald-trump-first-abortion-mistake
