,title,url,source,news_desk,type_of_material,first_paragraph,date,word_count,day_of_week
160,Trump’s Aim: Keep Power At All Costs,https://www.nytimes.com/2022/02/01/us/politics/trump-election-jan-6-voting-machines.html,New York Times,Politics,News,"A series of new remarks by Donald J. Trump about the aftermath of the 2020 election and new disclosures about his actions in trying to forestall its result — including discussing the use of the national security apparatus to seize voting machines — have stripped away any pretense that the events of Jan. 6, 2021, were anything but the culmination of the former president’s single-minded pursuit of retaining power.",2022-02-02 01:14:29+00:00,1527.0,Wednesday
161,"So, You Think the Republican Party No Longer Represents the People",https://www.nytimes.com/2022/02/02/opinion/liberals-conservatives-democracy.html,New York Times,OpEd,Op-Ed,“There is no sense in avoiding or diluting the magnitude of this turn in our story: One major political party no longer accepts democracy.”,2022-02-02 10:00:17+00:00,1280.0,Wednesday
162,,https://www.nytimes.com/2022/02/02/opinion/trump-republicans-2025.html,New York Times,OpEd,Op-Ed,What will happen if the political tables are turned and the Republican Party wins the White House in 2024 and the House and Senate along the way?,2022-02-02 10:00:30+00:00,2903.0,Wednesday
163,,https://www.nytimes.com/2022/02/02/podcasts/the-daily/trump-voting-machine-jan-6-committee.html,New York Times,Podcasts,News,"Since the storming of the Capitol on Jan. 6, 2021, reporters and the specially appointed House Jan. 6 committee have been trying to achieve a clearer picture of the steps that President Donald J. Trump and his allies took to try to keep him in power and overturn the 2020 election.",2022-02-02 11:00:08+00:00,445.0,Wednesday
164,Trump and the Peril to Democracy,https://www.nytimes.com/2022/02/02/opinion/letters/trump-democracy.html,New York Times,Letters,Letter,To the Editor:,2022-02-02 21:11:02+00:00,923.0,Wednesday
165,Former Officer Who Testified Against Trump Files a Lawsuit,https://www.nytimes.com/2022/02/02/us/politics/alexander-vindman-trump-lawsuit.html,New York Times,Washington,News,"Alexander Vindman, the Army colonel who was a chief witness in President Donald J. Trump’s first impeachment trial, filed a lawsuit on Wednesday against Mr. Trump’s son, Donald Trump Jr.; Rudolph W. Giuliani; and two other top Trump White House aides, accusing them of running a coordinated intimidation and retaliation campaign to stop him from testifying.",2022-02-02 21:59:06+00:00,690.0,Wednesday
166,Republicans Who Voted to Impeach Are Outraising Their Rivals,https://www.nytimes.com/2022/02/02/us/politics/republicans-impeach-trump-primary-fund-raising.html,New York Times,Washington,News,"WASHINGTON — All seven House Republicans who voted to impeach former President Donald J. Trump and are seeking re-election have out-raised their primary opponents, many of whom have received Mr. Trump’s backing, according to campaign disclosures filed with the Federal Election Commission this week.",2022-02-02 22:50:51+00:00,1030.0,Wednesday
167,,https://www.nytimes.com/interactive/2022/02/02/us/trump-electors-memo-december.html,New York Times,U.S.,Interactive Feature,This memo is among the earliest known efforts to put on paper proposals for preparing alternate slates of Trump electors in Biden-won states and helped to shape a crucial strategy President Donald J. Trump’s lawyers embraced in his efforts to overturn his election loss.,2022-02-02 23:31:01+00:00,0.0,Wednesday
168,Nobody Ever Said Democracy Came Cheap,https://www.nytimes.com/2022/02/02/opinion/trump-campaign-fundraising.html,New York Times,OpEd,Op-Ed,"Welcome to February! Any notable January accomplishments to report, people? Well, I received 266 email messages from Donald Trump, asking for money. Gotta be a lifetime achievement award in there somewhere.",2022-02-02 23:37:47+00:00,920.0,Wednesday
169,,https://www.nytimes.com/interactive/2022/02/02/us/trump-electors-memo-november.html,New York Times,U.S.,Interactive Feature,This memo is among the earliest known efforts to put on paper proposals for preparing alternate slates of Trump electors in Biden-won states and helped to shape a crucial strategy President Donald J. Trump’s lawyers embraced in his efforts to overturn his election loss.,2022-02-02 23:40:49+00:00,0.0,Wednesday
170,Trump Campaign’s Memos Show Beginnings of a Plan  To Install Alternate Electors,https://www.nytimes.com/2022/02/02/us/politics/trump-jan-6-memos.html,New York Times,Washington,News,"Fifteen days after Election Day in 2020, James R. Troupis, a lawyer for the Trump campaign in Wisconsin, received a memo setting out what became the rationale for an audacious strategy: to put in place alternate slates of electors in states where President Donald J. Trump was trying to overturn his loss.",2022-02-03 00:05:00+00:00,1193.0,Thursday
171,Trump’s Brutish Code of Honor Explains His Feud With Liz Cheney,https://www.nytimes.com/2022/02/03/opinion/trump-liz-cheney-feud.html,New York Times,OpEd,Op-Ed,"In the modern Republican Party, there has never been anything quite like Liz Cheney’s war with Donald Trump. Whereas once, the party’s most heated rivalries were primarily ideological — like the feud between Nelson Rockefeller and Barry Goldwater — today’s have little to do with policy. Instead, they are about rival systems of honor that are remaking identity politics on the right.",2022-02-03 10:00:06+00:00,1354.0,Thursday
172,,https://www.nytimes.com/2022/02/03/opinion/sway-kara-swisher-jonah-goldberg.html,New York Times,OpEd,Op-Ed,"The former Fox commentator Jonah Goldberg — who has been called a “Fox defector” — says that Tucker Carlson’s latest documentary series was “the anvil that broke the camel’s back.” Titled “Patriot Purge,” it featured conspiracy theories about the Jan. 6 insurrection under the guise of journalistic interrogation. It also became a breaking point in a schism unfolding at the network between those who have embraced the Big Lie and those who feel troubled by the network’s abandonment of basic facts.",2022-02-03 10:00:07+00:00,251.0,Thursday
173,,https://www.nytimes.com/2022/02/03/opinion/desantis-trump-republicans.html,New York Times,OpEd,Op-Ed,"In early 2016, as Jeb Bush floundered, the Republican establishment began to throw its support behind a different politician from Florida who seemed as if he could defeat the upstart Donald Trump. Senator Marco Rubio was 44 and handsome, and had put together a somewhat impressive legislative record during his five years in office. National Review called Rubio a “Republican dream” and hedge fund managers were donating millions to his campaign. Trump led comfortably in the polls, but it was still early, as G.O.P. insiders reminded us, and they still hadn’t put their thumbs fully on the scale. We all know how the story ends: Rubio wasn’t able to mount any sort of credible challenge to Trump and withdrew after just a few months.",2022-02-03 20:00:06+00:00,1093.0,Thursday
174,Plan for Commission to Investigate Pandemic Has Bipartisan Support in the Senate,https://www.nytimes.com/2022/02/04/us/politics/covid-commission.html,New York Times,Washington,News,"WASHINGTON — A broad and bipartisan group of senators is coalescing around legislation to create a high-level independent commission, modeled after the one that examined the Sept. 11 attacks, with broad powers to investigate the origins of the coronavirus pandemic and the response across the Trump and Biden administrations.",2022-02-04 10:00:23+00:00,1286.0,Friday
175,The Mystery of Michael Flynn,https://www.nytimes.com/2022/02/04/magazine/michael-flynn-2020-election.html,New York Times,Magazine,News,"On Nov. 25, 2020, President Donald J. Trump announced via Twitter that he was granting a full pardon to Lt. Gen. Michael T. Flynn, his former national security adviser. Flynn pleaded guilty in 2017 to lying to federal investigators about his contacts with Russia’s ambassador to the United States during the presidential transition, though he had later tried to withdraw the plea. A CNN report that evening reflected the conventional view in Washington that the pardon, arriving 18 days after the presidential election was called for Joe Biden, was a near-final chapter of the Trump presidency, “a sign Trump understands his time in office is coming to a close.”",2022-02-04 10:00:32+00:00,7269.0,Friday
176,The Dissenters Trying  To Save Evangelicalism,https://www.nytimes.com/2022/02/04/opinion/evangelicalism-division-renewal.html,New York Times,OpEd,Op-Ed,"Think of your 12 closest friends. These are the people you vacation with, talk about your problems with, do life with in the most intimate and meaningful ways. Now imagine if six of those people suddenly took a political or public position you found utterly vile. Now imagine learning that those six people think that your position is utterly vile. You would suddenly realize that the people you thought you knew best and cared about most had actually been total strangers all along. You would feel disoriented, disturbed, unmoored. Your life would change.",2022-02-04 10:00:33+00:00,4401.0,Friday
177,G.O.P. Calls Riot ‘Legitimate Political Discourse’,https://www.nytimes.com/2022/02/04/us/politics/republicans-jan-6-cheney-censure.html,New York Times,Washington,News,"WASHINGTON — The Republican Party on Friday officially declared the Jan. 6, 2021, attack on the Capitol and events that led to it “legitimate political discourse,” and rebuked two lawmakers in the party who have been most outspoken in condemning the deadly riot and the role of Donald J. Trump in spreading the election lies that fueled it.",2022-02-04 18:10:31+00:00,1475.0,Friday
178,Avenatti Is Found Guilty of Stealing From His Client,https://www.nytimes.com/2022/02/04/nyregion/michael-avenatti-stormy-daniels-verdict.html,New York Times,Metro,News,"Four years ago, Stormy Daniels and Michael Avenatti presented a united front against President Donald J. Trump.",2022-02-04 20:02:46+00:00,1435.0,Friday
179,"‘Trump Is Wrong,’ Pence Says of His Jan. 6 Powers",https://www.nytimes.com/2022/02/04/us/politics/pence-trump-election.html,New York Times,Politics,News,"Former Vice President Mike Pence on Friday offered his most forceful rebuke of Donald J. Trump, saying the former president is “wrong” that Mr. Pence had the legal authority to change the results of the 2020 election and that the Republican Party must accept the outcome and look toward the future.",2022-02-04 20:46:40+00:00,1040.0,Friday
180,Subpoena Request for a Special Witness,https://www.nytimes.com/2022/02/04/us/politics/jan-6-defendant-trump-subpoena.html,New York Times,Washington,News,"Almost from the moment that the first rioters were arrested in connection with the violent attack on the Capitol last January, defendants have tried in various ways to blame former President Donald J. Trump for their behavior.",2022-02-04 22:39:38+00:00,932.0,Friday
181,Standing Up in Arizona To Stop G.O.P. Voting Bill,https://www.nytimes.com/2022/02/04/us/politics/arizona-republicans-rusty-bowers-voting-rights.html,New York Times,Politics,News,"It is a dark time in the life of the American experiment. The world’s oldest democracy, once assumed to be unbreakable, often appears to be coming apart at the rivets.",2022-02-05 00:00:05+00:00,1465.0,Saturday
182,,https://www.nytimes.com/video/us/politics/100000008193255/pence-trump-election-2020.html,New York Times,,Video,"Former Vice President Mike Pence said he had no legal authority to change the outcome of the 2020 election, offering his most forceful rejection of Donald Trump’s efforts to overturn the results.",2022-02-05 00:54:47+00:00,0.0,Saturday
183,The Fox News That Donald Trump Helped Build,https://www.nytimes.com/2022/02/05/business/media/trump-fox-news.html,New York Times,SundayBusiness,News,"When Roger Ailes ran CNBC in the mid-1990s, he gave himself a talk show called “Straight Forward.” It long ago vanished into the void of canceled cable programs and never received much attention after the network boss moved on to produce more provocative and polarizing content as chairman of Fox News. But “Straight Forward” was a fascinating window into what kind of people Mr. Ailes considered stars.",2022-02-05 10:00:23+00:00,2458.0,Saturday
184,The Republicans and a ‘Legitimate’ Riot,https://www.nytimes.com/2022/02/05/opinion/letters/republicans-jan6-riot.html,New York Times,Letters,Letter,To the Editor:,2022-02-05 15:46:45+00:00,341.0,Saturday
185,Protecting the 2024 Election,https://www.nytimes.com/2022/02/05/opinion/electoral-count-act-congress.html,New York Times,Editorial,Editorial,"The transfer of political power is perhaps the most delicate moment in the life of a democracy. It follows an election which the party in power lost and its opponents won. Inevitably, feelings are raw, tempers are short, and mistrust can run high … all as control of the nation is changing hands.",2022-02-05 16:34:53+00:00,1766.0,Saturday
186,,https://www.nytimes.com/2022/02/05/us/mark-esper-pentagon-memoir.html,New York Times,Express,News,"A memoir by the former defense secretary, Mark T. Esper, about his tenure in the Trump administration will be published with “minimal redactions” after he sued the agency he once led because it wanted to block information in the manuscript, his lawyer said on Friday.",2022-02-05 17:11:36+00:00,600.0,Saturday
187,Jan. 6 Committee Borrows Tactics Of a Prosecution ,https://www.nytimes.com/2022/02/05/us/politics/january-6-committee.html,New York Times,Washington,News,"The House select committee scrutinizing the Jan. 6 assault on the Capitol is borrowing techniques from federal prosecutions, employing aggressive tactics typically used against mobsters and terrorists as it seeks to break through stonewalling from former President Donald J. Trump and his allies and develop evidence that could prompt a criminal case.",2022-02-05 19:39:46+00:00,1891.0,Saturday
188,Jeff Zucker Didn’t Save Democracy,https://www.nytimes.com/2022/02/05/opinion/jeff-zucker-susan-collins-trump-cheney.html,New York Times,OpEd,Op-Ed,"Here are two anecdotes from the still-unspooling saga of Jeff Zucker, no longer the head of CNN. First, from the aftermath: According to The Los Angeles Times, in a meeting between some of the network’s staffers and its corporate leadership, the CNN correspondent Jamie Gangel shared that four members of the congressional committee investigating Jan. 6 had called to say that Zucker’s exit left them “devastated for our democracy.”",2022-02-05 20:00:06+00:00,909.0,Saturday
189,"Overhaul of Electoral Count Act Will Pass Senate, Manchin Vows",https://www.nytimes.com/2022/02/06/us/politics/electoral-count-act-overhaul.html,New York Times,Washington,News,"WASHINGTON — Two senators working on an overhaul of the little-known law that former President Donald J. Trump and his allies tried to use to overturn the 2020 election pledged on Sunday that their legislation would pass the Senate, saying that recent revelations about the plot made their work even more important.",2022-02-06 20:30:25+00:00,882.0,Sunday
190,"With Johnson, the Conservatives  Are Facing a Brutal Truth   ",https://www.nytimes.com/2022/02/07/opinion/international-world/boris-johnson-conservatives.html,New York Times,OpEd,Op-Ed,"LONDON — British Conservatives, who have ruled the country for longer than any other party in recent history, are in an agonized, self-flagellating panic. Should they get rid of Boris Johnson, their populist leader, whose deceit and breaking of lockdown rules have infuriated so much of the country and embarrassed his party? Or stick with a man who, so far, has kept them in power?",2022-02-07 06:00:06+00:00,1718.0,Monday
191,Boomers Should Fight for Change,https://www.nytimes.com/2022/02/07/opinion/older-americans-power.html,New York Times,OpEd,Op-Ed,"Neil Young and Joni Mitchell did more than go after Spotify for spreading Covid disinformation last week. They also, inadvertently, signaled what could turn out to be an extraordinarily important revival: of an older generation fully rejoining the fight for a working future.",2022-02-07 10:00:16+00:00,1291.0,Monday
192,G.O.P. Turns War on Fauci Into Strategy For Elections,https://www.nytimes.com/2022/02/07/us/politics/fauci-republicans-trump.html,New York Times,Washington,News,"COLUMBUS, Ohio — When Jane Timken kicked off an eight-week advertising campaign on the Fox News Channel in her bid for the Republican nomination for Senate, she did not focus on immigration, health care or the economy. Her first ad was titled “Fire Fauci.”",2022-02-07 10:00:22+00:00,1785.0,Monday
193,U.S. and Japan Agree To Undo Steel Tariffs,https://www.nytimes.com/2022/02/07/business/economy/us-japan-steel-tariffs.html,New York Times,Business,News,"WASHINGTON — The Biden administration reached a deal to partly lift tariffs that the Trump administration had imposed on Japanese steel, agreeing to scale back levies that had rankled both the Japanese government and American manufacturers that use imported metal.",2022-02-07 17:50:06+00:00,681.0,Monday
194,Thiel to Exit Meta’s Board To Support Republicans,https://www.nytimes.com/2022/02/07/technology/peter-thiel-facebook.html,New York Times,Business,News,"Peter Thiel, one of the longest-serving board members of Meta, the parent of Facebook, plans to step down, the company said on Monday.",2022-02-07 21:09:00+00:00,1017.0,Monday
195,Convoy Provides Moment for Canada’s Far Right,https://www.nytimes.com/2022/02/07/world/canada/canada-protests-right-populists.html,New York Times,Foreign,News,The truck convoy protests in Ottawa and several provincial capitals represent an unexpected show of strength for the far right and populist right factions at their helm.,2022-02-07 22:08:53+00:00,1284.0,Monday
196,Trump Turns Documents  Over to U.S. Archives,https://www.nytimes.com/2022/02/07/us/politics/trump-national-archives-documents.html,New York Times,Washington,News,"Former President Donald J. Trump last month handed over to the National Archives 15 boxes of documents, letters, gifts and mementos that he had taken with him when leaving office but that he had been legally required to leave in the custody of the federal government, officials said on Monday.",2022-02-08 00:36:37+00:00,785.0,Tuesday
197,Trump Allies Unleashed Spycraft on U.S. Politics,https://www.nytimes.com/2022/02/08/us/politics/erik-prince-spy-operation-trump-democrats.html,New York Times,Washington,News,"WASHINGTON — During the summer of 2018, as Richard Seddon, a former British spy, was trying to launch a new venture to use undercover agents to infiltrate progressive groups, Democratic campaigns and other opponents of President Donald J. Trump, he turned for help to a longtime friend and former colleague: Erik Prince, the private military contractor.",2022-02-08 10:00:09+00:00,1331.0,Tuesday
198,,https://www.nytimes.com/2022/02/08/business/china-us-trade.html,New York Times,Business,News,"China fell far short of the commitments it made in a 2020 trade deal with the United States, failing to purchase the promised volume of American airplanes, soybeans, energy, services and other products before the end of last year, data released Tuesday morning showed.",2022-02-08 20:00:07+00:00,911.0,Tuesday
199,Party Censures Earn a Rebuke By McConnell,https://www.nytimes.com/2022/02/08/us/politics/republicans-censure-mcconnell.html,New York Times,Washington,News,"WASHINGTON — Senator Mitch McConnell, the minority leader, pushed back hard on Tuesday against the Republican Party’s censure of Representatives Liz Cheney and Adam Kinzinger and its characterization of the Jan. 6 riot as “legitimate political discourse,” saying the riot was a “violent insurrection.”",2022-02-08 20:38:47+00:00,1551.0,Tuesday
