,date,source,title,author,url
0,2023-01-19T13:01:21Z,"{'id': 'cnn', 'name': 'CNN'}",Washington's little secret: 'Spillage' of classified information is a common occurrence,"Jeremy Herb, Katie Bo Lillis, Katelyn Polantz, Zachary Cohen",https://www.cnn.com/2023/01/19/politics/classified-documents-spillage/index.html
1,2023-01-31T20:43:06Z,"{'id': 'cnn', 'name': 'CNN'}",Fact check: Kari Lake's continuing false Arizona election claims,Daniel Dale,https://www.cnn.com/2023/01/31/politics/fact-check-kari-lake-140k-fraudulent-ballots/index.html
2,2023-01-20T03:52:47Z,"{'id': 'cnn', 'name': 'CNN'}","Jacinda Ardern, like George Washington, knew when to quit",Stephen Collinson,https://www.cnn.com/2023/01/19/asia/ardern-when-to-stop-intl/index.html
3,2023-01-08T14:01:51Z,"{'id': 'cnn', 'name': 'CNN'}",Opinion: McCarthy's ugly road to victory sends a message,Richard Galant,https://www.cnn.com/2023/01/08/opinions/kevin-mccarthy-chaotic-victory-opinion-column-galant/index.html
4,2023-01-13T11:43:44Z,"{'id': 'cnn', 'name': 'CNN'}",Opinion: How McCarthy can reset the Social Security and Medicare debate,Lanhee J. Chen,https://www.cnn.com/2023/01/13/opinions/mccarthy-government-spending-social-security-medicare-chen/index.html
5,2023-01-22T00:10:26Z,"{'id': 'cnn', 'name': 'CNN'}","New York City to open a fifth relief center amid the continued influx of asylum seekers, mayor says","Gloria Pazmino, Emma Tucker",https://www.cnn.com/2023/01/21/us/new-york-city-immigrants-relief-center/index.html
6,2023-01-11T11:01:46Z,"{'id': 'cnn', 'name': 'CNN'}",Appeals court to consider 'radical' change to how voting rights are protected,Tierney Sneed,https://www.cnn.com/2023/01/11/politics/voting-rights-act-appeals-court-private-lawsuits/index.html
7,2023-01-15T13:02:05Z,"{'id': 'cnn', 'name': 'CNN'}",Why Black voters are more important in Georgia than in any other state,Harry Enten,https://www.cnn.com/2023/01/15/politics/black-voters-georgia-swing-state/index.html
8,2023-01-07T21:42:28Z,"{'id': 'cnn', 'name': 'CNN'}",First lady Jill Biden to join president on trip to Mexico City,Kate Bennett,https://www.cnn.com/2023/01/07/politics/biden-mexico-city-border-visit/index.html
9,2023-01-11T04:30:24Z,"{'id': 'cnn', 'name': 'CNN'}",Stephanie McMahon resigns as WWE's chairwoman and co-CEO,Rob McLean,https://www.cnn.com/2023/01/10/media/stephanie-mcmahon-wwe-resign/index.html
10,2023-01-11T20:08:31Z,"{'id': 'cnn', 'name': 'CNN'}","NBC News president Noah Oppenheim exits, replaced by new head of editorial and two others in network shakeup",Oliver Darcy,https://www.cnn.com/2023/01/11/media/noah-oppenheim-nbc-news-exit/index.html
11,2023-01-04T23:25:22Z,"{'id': 'cnn', 'name': 'CNN'}",What do these hardliners want? Here's what they've said,Zachary B. Wolf,https://www.cnn.com/2023/01/04/politics/mccarthy-gop-speaker-hardliners-what-matters/index.html
12,2023-01-19T10:00:57Z,"{'id': 'cnn', 'name': 'CNN'}",Biden's inner circle thinks documents flap is mostly 'DC elite' making 'DC noise' as they prepare reelection run,Edward-Isaac Dovere,https://www.cnn.com/2023/01/19/politics/joe-biden-2024-classified-documents/index.html
13,2023-01-19T05:02:29Z,"{'id': 'cnn', 'name': 'CNN'}",Every American could feel the pain of Washington's next showdown,Stephen Collinson,https://www.cnn.com/2023/01/19/politics/analysis-debt-ceiling-showdown-risks/index.html
14,2023-01-29T13:46:22Z,"{'id': 'cnn', 'name': 'CNN'}",Opinion: What has to change after the beating of Tyre Nichols,Richard Galant,https://www.cnn.com/2023/01/29/opinions/tyre-nichols-tapes-opinion-column-galant/index.html
15,2023-01-10T11:49:09Z,"{'id': 'cnn', 'name': 'CNN'}","5 things to know for Jan. 10: Severe weather, Biden, Congress, Golden Globes, Twitter",Alexandra Meeks,https://www.cnn.com/2023/01/10/us/five-things-january-10-trnd/index.html
16,2023-01-21T17:09:38Z,"{'id': 'cnn', 'name': 'CNN'}",Opinion: Technology is the answer to the White House's classified documents problems,Beth Sanner,https://www.cnn.com/2023/01/21/opinions/white-house-classified-documents-paperwork-sanner/index.html
17,2023-01-26T13:07:33Z,"{'id': 'cnn', 'name': 'CNN'}",How Google's long period of online dominance could end,Brian Fung,https://www.cnn.com/2023/01/26/tech/google-antitrust/index.html
18,2023-01-23T11:44:40Z,"{'id': 'cnn', 'name': 'CNN'}",Opinion: Hypocrisy to the max on debt ceiling,Charlie Dent,https://www.cnn.com/2023/01/23/opinions/debt-ceiling-battle-dent/index.html
19,2023-01-30T12:08:39Z,"{'id': 'cnn', 'name': 'CNN'}","5 things to know for January 30: Police reform, inflation, weather, immigration, NFL",Alexandra Meeks,https://www.cnn.com/2023/01/30/us/five-things-january-30-trnd/index.html
20,2023-01-05T15:56:03Z,"{'id': 'cnn', 'name': 'CNN'}",'Special Forces' puts celebrities (and near-celebrities) through 'The World's Toughest Test',Brian Lowry,https://www.cnn.com/2023/01/05/entertainment/special-forces-review/index.html
21,2023-01-31T21:57:34Z,"{'id': 'cnn', 'name': 'CNN'}",Exclusive: Netanyahu says don't get 'hung up' on peace with Palestinians first,"Tara John, Rob Picheta",https://www.cnn.com/2023/01/31/middleeast/benjamin-netanyahu-cnn-interview-israel-intl/index.html
