month,CNN
2021-02,0.2754525314954136
2021-06,-0.4792804863478841
2021-09,-0.693728644833599
2021-10,0.4364552621646959
2021-11,-0.9038461538461539
2021-12,0.12949541484929256
2022-01,-0.8248027379809321
2022-02,-0.7401998472468982
2022-04,0.0035244145236706
2022-06,-0.005024752536460897
2022-07,-0.0883381099103367
2022-08,-0.6239156209942611
2022-10,-0.2058562920663099
2022-11,0.0322918885612628
2022-12,0.0206066726199688
2023-01,-0.0831798124666919
2023-02,0.1892765050815265
