month,CNN
2021-02,0.5576097863443311
2021-05,0.2237066479406411
2022-01,-5.556791008475223e-06
2022-03,-0.3163031615983668
2022-05,-0.9878048780436008
2022-08,-0.519597553692163
2022-09,-0.4526346544188446
2022-10,-0.4245046753780763
2022-11,-0.4196597867897884
2022-12,-0.6206324693177208
2023-01,-0.5088877839106272
2023-02,-0.3986204208468717
2023-03,-0.32676779922688803
