title,date,index,neg_s,neu_s,pos_s,compound_s,neg,neu,pos,compound
Israel's coalition government loses its majority as right-wing lawmaker quits,2022-04-06,87.0,0.0,0.09005555555555556,0.021055555555555557,0.06913888888888889,0.045,0.795,0.16,0.9949
Israel and the West Bank are on edge again. Here are five things you need to know,2022-04-01,88.0,0.004928571428571428,0.01669047619047619,0.0021904761904761906,-0.013271428571428571,0.168,0.755,0.078,-0.9989
Israel's police under fire amid further allegations of 'Pegasus' cybersurveillance use against public figures,2022-02-07,89.0,0.017285714285714286,0.1630952380952381,0.010095238095238095,-0.04796666666666667,0.124,0.831,0.044,-0.9965
Israeli officials deny report that police are using cellphone spying software on citizens without court approval,2022-01-20,90.0,0.0010714285714285715,0.03289285714285715,0.00175,0.01057142857142857,0.069,0.877,0.054,-0.9007
"Netanyahu negotiating possible corruption case plea deal to safeguard political career, sources say",2022-01-18,91.0,0.02778125,0.37012500000000004,0.0395625,0.05292812499999999,0.07,0.831,0.1,0.979
"Israel announces plan to double Golan Heights population, drawing condemnation from Syria",2021-12-28,92.0,0.0,0.05555555555555555,0.0,0.0,0.033,0.881,0.087,0.9741
Trump uses anti-Semitic tropes to again criticize Jewish Americans,2021-12-17,93.0,0.0,0.15,0.0,0.0,0.059,0.905,0.035,-0.7824
Trump accuses Netanyahu of disloyalty for congratulating Biden after 2020 win: 'F**k him',2021-12-10,94.0,0.01596551724137931,0.22910344827586207,0.03075862068965517,0.05557586206896552,0.034,0.852,0.114,0.9904
A single sentence that perfectly captures the utter madness of the Trump era,2021-12-10,95.0,0.0,0.043478260869565216,0.0,0.0,0.123,0.746,0.131,-0.086
Don't count on an end to the Joe Biden-Naftali Bennett honeymoon -- yet,2021-11-08,96.0,0.009,0.05892857142857143,0.0034761904761904765,-0.032716666666666665,0.128,0.773,0.098,-0.9885
"Israel doubles down against US, saying there is no room in Jerusalem for an American Consulate for Palestinians",2021-11-07,97.0,0.0,0.03146153846153846,0.007,0.029934615384615386,0.063,0.831,0.106,0.9865
Trump's inner circle takes a trip down memory lane in Jerusalem,2021-10-12,98.0,0.0,0.27051851851851855,0.02577777777777778,0.11012962962962962,0.006,0.87,0.124,0.9984
"'Isolated' but defiant, Brazil's Bolsonaro defends handling of Covid and climate at UN",2021-09-21,99.0,0.0,0.02564102564102564,0.0,0.0,0.08,0.855,0.064,-0.982
"Israel's new plan is to 'shrink,' not solve, the Palestinian conflict. Here's what that looks like",2021-09-16,100.0,0.003074074074074074,0.033962962962962966,0.0,-0.0068481481481481475,0.086,0.821,0.093,0.9506
Biden meets with new Israeli prime minister: 'We've become close friends',2021-08-27,101.0,0.015263157894736841,0.13971052631578948,0.0029210526315789475,-0.03303157894736842,0.08,0.799,0.122,0.9833
Biden looks for air-clearing in first meeting with Israel's new leader,2021-08-25,102.0,0.005085714285714285,0.12491428571428571,0.012828571428571429,0.02206,0.054,0.836,0.111,0.9949
The meeting with a foreign leader the Biden presidency desperately needs,2021-08-24,103.0,0.004511627906976744,0.14751162790697678,0.010767441860465117,0.0320139534883721,0.105,0.752,0.143,0.9886
Israel to offer third Covid-19 vaccine dose to people over 60,2021-07-30,104.0,0.0062,0.05333333333333334,0.0071333333333333335,-0.00184,0.025,0.909,0.066,0.9299
"July 29, 2021 US coronavirus news",2021-07-28,105.0,0.0,0.0024937655860349127,0.0,0.0,0.046,0.873,0.081,0.9999
Global phone hacks expose darker side of Israel's 'startup nation' image,2021-07-25,106.0,0.0,0.01698181818181818,0.0012000000000000001,0.005785454545454545,0.075,0.817,0.108,0.9944
A fragile status quo on prayer rights at Jerusalem holy site comes under fresh strain,2021-07-20,107.0,0.0024705882352941176,0.024588235294117647,0.0023529411764705885,-0.0015176470588235294,0.07,0.836,0.094,0.9702
Blinken meets Israel's new foreign minister who vows to fix mistakes,2021-06-27,108.0,0.0015806451612903226,0.08954838709677419,0.0056129032258064515,0.02092258064516129,0.054,0.832,0.114,0.9958
Palestinians demand end to Abbas presidency after activist dies during 'brutal beating and arrest',2021-06-25,109.0,0.004166666666666667,0.020527777777777777,0.0030833333333333333,-0.011163888888888888,0.18,0.746,0.074,-0.999
Palestinians cancel Pfizer vaccine agreement with Israel,2021-06-19,110.0,0.0,0.07142857142857142,0.0,0.0,0.037,0.878,0.085,0.9578
Why balloons strapped to explosives are the latest flashpoint in Israel-Hamas tensions,2021-06-16,111.0,0.0,0.030125,0.001125,0.005559375,0.097,0.847,0.056,-0.9851
Israeli military launches airstrikes in Gaza in response to incendiary balloons launched from the coastal enclave,2021-06-16,112.0,0.0,0.039125,0.0025416666666666665,0.0074125,0.16,0.806,0.034,-0.9981
"What you need to know about Israel's new Prime Minister, Naftali Bennett",2021-06-14,113.0,0.008270833333333333,0.12925,0.0083125,0.003797916666666667,0.058,0.856,0.087,0.9866
Controversial Jerusalem march poses first test for new Israeli government,2021-06-15,114.0,0.0,0.09275,0.0072499999999999995,0.031245000000000002,0.144,0.782,0.074,-0.9924
The real earthquake in Israeli politics,2021-06-15,115.0,0.01541025641025641,0.15546153846153846,0.00858974358974359,-0.03622564102564102,0.094,0.769,0.136,0.9929
"Netanyahu's reign is over for now. He leaves behind a wealthier, more divided Israel and a stalled peace process",2021-06-13,116.0,0.03560294117647059,0.40788235294117653,0.05650000000000001,0.07643970588235294,0.076,0.786,0.139,0.9991
The private Naftali Bennett is a different man,2021-06-14,117.0,0.005702127659574468,0.08938297872340424,0.011276595744680852,0.014008510638297875,0.069,0.813,0.118,0.9924
"5 things to know for June 14: NATO, G7, Israel, Coronavirus, DOJ",2021-06-14,118.0,0.009916666666666666,0.06910416666666667,0.0043125,-0.011472916666666666,0.088,0.787,0.125,0.9921
Israel will remain Netanyahu's even though he is no longer prime minister,2021-05-31,119.0,0.032451612903225804,0.4758387096774193,0.04009677419354838,-0.021419354838709673,0.116,0.782,0.102,-0.947
"Israel's new prime minister is sworn in, ending Netanyahu's 12-year grip on power",2021-06-13,120.0,0.014513513513513515,0.24454054054054053,0.03824324324324324,0.07254324324324324,0.058,0.838,0.104,0.9867
Netanyahu battles to stay in power in potential last weekend as Israel's Prime Minister,2021-06-12,121.0,0.05321951219512195,0.3710975609756098,0.06348780487804878,0.025646341463414636,0.117,0.752,0.131,0.9666
"Netanyahu is failing, but not exactly the way Trump did",2021-06-09,122.0,0.025609756097560978,0.25451219512195117,0.03695121951219513,0.038109756097560975,0.118,0.751,0.131,0.9348
Process to replace Netanyahu drags out as Israeli security chief warns violence could follow,2021-06-07,123.0,0.04734,0.22421999999999997,0.04846,-0.013845999999999999,0.153,0.706,0.141,-0.9799
